contexto_pergunta,conteudo_resposta,classificada_como_ofensiva,classificada_como_sentimento
Como o professor lidou com as dúvidas dos alunos?,Altos momentos de desespero.,0,irônico
Avalie o material didático utilizado nas aulas.,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
O que achou da metodologia usada pelo professor?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Inspirador... a sair da sala.,0,irônico
Como foi sua interação com o professor?,Aprendi tudo... com o Google.,0,irônico
O que você achou das aulas deste semestre?,Amei tanto que quero repetir (só que não).,0,irônico
Qual sua percepção geral da disciplina?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Avalie o material didático utilizado nas aulas.,Didática tão clara quanto lama.,0,irônico
Como foi sua interação com o professor?,"Inesquecível, infelizmente.",0,irônico
Como foi sua interação com o professor?,Didática tão clara quanto lama.,0,irônico
Como foi sua experiência com as atividades propostas?,Aprendi tudo... com o Google.,0,irônico
O que achou da metodologia usada pelo professor?,Um verdadeiro show de horrores.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Como você avalia o conteúdo apresentado?,"Inesquecível, infelizmente.",0,irônico
Você recomendaria essa disciplina para outros alunos?,Professor carismático igual uma porta.,0,irônico
O que achou da metodologia usada pelo professor?,"Inesquecível, infelizmente.",0,irônico
Como você avalia o conteúdo apresentado?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como foi sua interação com o professor?,Inspirador... a sair da sala.,0,irônico
Como foi sua experiência com as atividades propostas?,"Com ele, aprendi a não depender da aula.",0,irônico
Como foi sua interação com o professor?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Avalie o material didático utilizado nas aulas.,Foi uma aula de como não ensinar.,0,irônico
Como foi sua experiência com as atividades propostas?,Aprendi tudo... com o Google.,0,irônico
Como foi sua experiência com as atividades propostas?,Amei tanto que quero repetir (só que não).,0,irônico
Como você avalia o conteúdo apresentado?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Qual sua percepção geral da disciplina?,Didática tão clara quanto lama.,0,irônico
Qual sua percepção geral da disciplina?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Amei tanto que quero repetir (só que não).,0,irônico
O que achou da metodologia usada pelo professor?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como foi sua interação com o professor?,Altos momentos de desespero.,0,irônico
Como foi sua interação com o professor?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Qual sua percepção geral da disciplina?,"Com ele, aprendi a não depender da aula.",0,irônico
O que achou da metodologia usada pelo professor?,A melhor forma de aprender o que não fazer.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,"Com ele, aprendi a não depender da aula.",0,irônico
Como o professor lidou com as dúvidas dos alunos?,Didática tão clara quanto lama.,0,irônico
O que achou da metodologia usada pelo professor?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Avalie o material didático utilizado nas aulas.,Aprendi tudo... com o Google.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Didática tão clara quanto lama.,0,irônico
O que você achou das aulas deste semestre?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Qual sua percepção geral da disciplina?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
O que você achou das aulas deste semestre?,Um verdadeiro show de horrores.,0,irônico
O que achou da metodologia usada pelo professor?,"Inesquecível, infelizmente.",0,irônico
Como foi sua interação com o professor?,Nem percebi que estava tendo aula.,0,irônico
Como foi sua interação com o professor?,Aprendi tudo... com o Google.,0,irônico
O que você achou das aulas deste semestre?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
O que achou da metodologia usada pelo professor?,Nem percebi que estava tendo aula.,0,irônico
Como foi sua experiência com as atividades propostas?,"Inesquecível, infelizmente.",0,irônico
O que você achou das aulas deste semestre?,"Inesquecível, infelizmente.",0,irônico
Como foi sua interação com o professor?,Professor carismático igual uma porta.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Um verdadeiro show de horrores.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Aprendi tudo... com o Google.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Professor carismático igual uma porta.,0,irônico
O que você achou das aulas deste semestre?,Muito didático... para quem já sabia tudo.,0,irônico
O que você achou das aulas deste semestre?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
O que você achou das aulas deste semestre?,"Com ele, aprendi a não depender da aula.",0,irônico
Como foi sua interação com o professor?,"Nossa, melhor aula para dormir.",0,irônico
O que achou da metodologia usada pelo professor?,Muito didático... para quem já sabia tudo.,0,irônico
Você recomendaria essa disciplina para outros alunos?,"Nossa, melhor aula para dormir.",0,irônico
Como o professor lidou com as dúvidas dos alunos?,Amei tanto que quero repetir (só que não).,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Avalie o material didático utilizado nas aulas.,Nem percebi que estava tendo aula.,0,irônico
O que achou da metodologia usada pelo professor?,Didática tão clara quanto lama.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Qual sua percepção geral da disciplina?,Professor carismático igual uma porta.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Foi uma aula de como não ensinar.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Altos momentos de desespero.,0,irônico
O que achou da metodologia usada pelo professor?,Amei tanto que quero repetir (só que não).,0,irônico
Como o professor lidou com as dúvidas dos alunos?,"Com ele, aprendi a não depender da aula.",0,irônico
Como foi sua interação com o professor?,A melhor forma de aprender o que não fazer.,0,irônico
Como foi sua experiência com as atividades propostas?,A melhor forma de aprender o que não fazer.,0,irônico
Qual sua percepção geral da disciplina?,Altos momentos de desespero.,0,irônico
O que você achou das aulas deste semestre?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Amei tanto que quero repetir (só que não).,0,irônico
Avalie o material didático utilizado nas aulas.,Aprendi tudo... com o Google.,0,irônico
Como foi sua experiência com as atividades propostas?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Um verdadeiro show de horrores.,0,irônico
O que você achou das aulas deste semestre?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como foi sua interação com o professor?,Amei tanto que quero repetir (só que não).,0,irônico
O que você achou das aulas deste semestre?,Didática tão clara quanto lama.,0,irônico
O que você achou das aulas deste semestre?,A melhor forma de aprender o que não fazer.,0,irônico
O que você achou das aulas deste semestre?,"Nossa, melhor aula para dormir.",0,irônico
Avalie o material didático utilizado nas aulas.,Foi uma aula de como não ensinar.,0,irônico
Como foi sua interação com o professor?,"Inesquecível, infelizmente.",0,irônico
Você recomendaria essa disciplina para outros alunos?,Dinâmica incrível: ler slides em voz alta.,0,irônico
O que você achou das aulas deste semestre?,Cada aula era uma emoção... de tédio.,0,irônico
O que achou da metodologia usada pelo professor?,Cada aula era uma emoção... de tédio.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Aula interativa: eu perguntava e o professor ignorava.,0,irônico
O que você achou das aulas deste semestre?,Didática tão clara quanto lama.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,"Com ele, aprendi a não depender da aula.",0,irônico
Como você avalia o desempenho do professor durante o semestre?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como você avalia o desempenho do professor durante o semestre?,Amei tanto que quero repetir (só que não).,0,irônico
Você recomendaria essa disciplina para outros alunos?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
Avalie o material didático utilizado nas aulas.,Inspirador... a sair da sala.,0,irônico
Avalie o material didático utilizado nas aulas.,Foi uma aula de como não ensinar.,0,irônico
Qual sua percepção geral da disciplina?,Com certeza foi uma experiência... que quero esquecer.,0,irônico
O que você achou das aulas deste semestre?,Foi uma aula de como não ensinar.,0,irônico
Como você avalia o conteúdo apresentado?,Didática tão clara quanto lama.,0,irônico
Como foi sua interação com o professor?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Você recomendaria essa disciplina para outros alunos?,Cada aula era uma emoção... de tédio.,0,irônico
Como foi sua interação com o professor?,A melhor forma de aprender o que não fazer.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Cada aula era uma emoção... de tédio.,0,irônico
Como foi sua experiência com as atividades propostas?,Didática tão clara quanto lama.,0,irônico
O que você achou das aulas deste semestre?,Didática tão clara quanto lama.,0,irônico
Como foi sua interação com o professor?,Dinâmica incrível: ler slides em voz alta.,0,irônico
O que você achou das aulas deste semestre?,Aprendi tudo... com o Google.,0,irônico
Qual sua percepção geral da disciplina?,Amei tanto que quero repetir (só que não).,0,irônico
Qual sua percepção geral da disciplina?,"Com ele, aprendi a não depender da aula.",0,irônico
Como você avalia o conteúdo apresentado?,Professor carismático igual uma porta.,0,irônico
O que você achou das aulas deste semestre?,"Parecia uma peça de teatro, mas sem enredo.",0,irônico
Como foi sua interação com o professor?,"Com ele, aprendi a não depender da aula.",0,irônico
O que você achou das aulas deste semestre?,Dinâmica incrível: ler slides em voz alta.,0,irônico
Como foi sua interação com o professor?,Altos momentos de desespero.,0,irônico
O que achou da metodologia usada pelo professor?,O professor é tão bom que fiquei mais confuso depois da explicação.,0,irônico
Qual sua percepção geral da disciplina?,Cada aula era uma emoção... de tédio.,0,irônico
Como o professor lidou com as dúvidas dos alunos?,Muito didático... para quem já sabia tudo.,0,irônico
